order_number,product_key,customer_key,order_date,ship_date,due_date,sales_amount,quantity,price
SO59096,391,11777,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59096,347,11777,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59097,375,8895,2013-05-30,2013-06-06,2013-06-11,70,1,70.0
SO59098,397,6542,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59099,391,16414,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59099,347,16414,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59099,394,16414,2013-05-30,2013-06-06,2013-06-11,64,1,64.0
SO59100,391,14333,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59100,348,14333,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59101,276,3250,2013-05-30,2013-06-06,2013-06-11,22,1,22.0
SO59101,336,3250,2013-05-30,2013-06-06,2013-06-11,24,1,24.0
SO59101,353,3250,2013-05-30,2013-06-06,2013-06-11,50,1,50.0
SO59102,391,3995,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59102,384,3995,2013-05-30,2013-06-06,2013-06-11,25,1,25.0
SO59103,392,10866,2013-05-30,2013-06-06,2013-06-11,4,1,4.0
SO59103,388,10866,2013-05-30,2013-06-06,2013-06-11,25,1,25.0
SO59103,362,10866,2013-05-30,2013-06-06,2013-06-11,120,1,120.0
SO59104,392,8910,2013-05-30,2013-06-06,2013-06-11,4,1,4.0
SO59104,388,8910,2013-05-30,2013-06-06,2013-06-11,25,1,25.0
SO59104,347,8910,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59105,385,6806,2013-05-30,2013-06-06,2013-06-11,30,1,30.0
SO59105,361,6806,2013-05-30,2013-06-06,2013-06-11,2,1,2.0
SO59106,392,13073,2013-05-30,2013-06-06,2013-06-11,4,1,4.0
SO59106,361,13073,2013-05-30,2013-06-06,2013-06-11,2,1,2.0
SO59107,393,16841,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59107,348,16841,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59107,268,16841,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59108,392,13138,2013-05-30,2013-06-06,2013-06-11,4,1,4.0
SO59108,361,13138,2013-05-30,2013-06-06,2013-06-11,2,1,2.0
SO59109,276,5150,2013-05-30,2013-06-06,2013-06-11,22,1,22.0
SO59109,394,5150,2013-05-30,2013-06-06,2013-06-11,64,1,64.0
SO59110,276,2164,2013-05-30,2013-06-06,2013-06-11,22,1,22.0
SO59110,382,2164,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59111,276,7078,2013-05-30,2013-06-06,2013-06-11,22,1,22.0
SO59111,346,7078,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59111,337,7078,2013-05-30,2013-06-06,2013-06-11,24,1,24.0
SO59112,206,1605,2013-05-30,2013-06-06,2013-06-11,10,1,10.0
SO59112,397,1605,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59112,268,1605,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59113,213,8688,2013-05-30,2013-06-06,2013-06-11,565,1,565.0
SO59113,384,8688,2013-05-30,2013-06-06,2013-06-11,25,1,25.0
SO59113,361,8688,2013-05-30,2013-06-06,2013-06-11,2,1,2.0
SO59114,209,11115,2013-05-30,2013-06-06,2013-06-11,540,1,540.0
SO59114,384,11115,2013-05-30,2013-06-06,2013-06-11,25,1,25.0
SO59114,391,11115,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59114,348,11115,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59115,225,2913,2013-05-30,2013-06-06,2013-06-11,2320,1,2320.0
SO59115,276,2913,2013-05-30,2013-06-06,2013-06-11,22,1,22.0
SO59115,335,2913,2013-05-30,2013-06-06,2013-06-11,24,1,24.0
SO59116,222,797,2013-05-30,2013-06-06,2013-06-11,2295,1,2295.0
SO59116,276,797,2013-05-30,2013-06-06,2013-06-11,22,1,22.0
SO59116,206,797,2013-05-30,2013-06-06,2013-06-11,10,1,10.0
SO59116,397,797,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59116,348,797,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59116,352,797,2013-05-30,2013-06-06,2013-06-11,50,1,50.0
SO59117,227,2457,2013-05-30,2013-06-06,2013-06-11,2320,1,2320.0
SO59117,276,2457,2013-05-30,2013-06-06,2013-06-11,22,1,22.0
SO59117,268,2457,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59117,353,2457,2013-05-30,2013-06-06,2013-06-11,50,1,50.0
SO59118,247,3950,2013-05-30,2013-06-06,2013-06-11,742,1,742.0
SO59118,346,3950,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59119,247,15946,2013-05-30,2013-06-06,2013-06-11,742,1,742.0
SO59119,348,15946,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59120,258,14589,2013-05-30,2013-06-06,2013-06-11,1215,1,1215.0
SO59120,207,14589,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59121,240,12332,2013-05-30,2013-06-06,2013-06-11,1701,1,1701.0
SO59122,243,9229,2013-05-30,2013-06-06,2013-06-11,2443,1,2443.0
SO59122,392,9229,2013-05-30,2013-06-06,2013-06-11,4,1,4.0
SO59122,389,9229,2013-05-30,2013-06-06,2013-06-11,33,1,33.0
SO59122,347,9229,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59123,242,8978,2013-05-30,2013-06-06,2013-06-11,2443,1,2443.0
SO59123,397,8978,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59123,207,8978,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59123,268,8978,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59124,234,14108,2013-05-30,2013-06-06,2013-06-11,1120,1,1120.0
SO59124,397,14108,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59124,207,14108,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59124,268,14108,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59125,236,13477,2013-05-30,2013-06-06,2013-06-11,1120,1,1120.0
SO59126,231,16353,2013-05-30,2013-06-06,2013-06-11,540,1,540.0
SO59126,347,16353,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59127,267,55,2013-05-30,2013-06-06,2013-06-11,2384,1,2384.0
SO59127,348,55,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59128,266,13446,2013-05-30,2013-06-06,2013-06-11,2384,1,2384.0
SO59128,347,13446,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59129,263,13442,2013-05-30,2013-06-06,2013-06-11,2384,1,2384.0
SO59129,346,13442,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59130,228,11232,2013-05-30,2013-06-06,2013-06-11,540,1,540.0
SO59130,207,11232,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59130,397,11232,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59130,349,11232,2013-05-30,2013-06-06,2013-06-11,55,1,55.0
SO59131,229,12180,2013-05-30,2013-06-06,2013-06-11,540,1,540.0
SO59132,234,9297,2013-05-30,2013-06-06,2013-06-11,1120,1,1120.0
SO59132,388,9297,2013-05-30,2013-06-06,2013-06-11,25,1,25.0
SO59133,233,9111,2013-05-30,2013-06-06,2013-06-11,1120,1,1120.0
SO59134,240,6263,2013-05-30,2013-06-06,2013-06-11,1701,1,1701.0
SO59134,347,6263,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59135,232,16761,2013-05-30,2013-06-06,2013-06-11,1120,1,1120.0
SO59135,207,16761,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59135,397,16761,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59135,347,16761,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59136,232,1298,2013-05-30,2013-06-06,2013-06-11,1120,1,1120.0
SO59136,348,1298,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59137,235,16798,2013-05-30,2013-06-06,2013-06-11,1120,1,1120.0
SO59138,266,5831,2013-05-30,2013-06-06,2013-06-11,2384,1,2384.0
SO59138,397,5831,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59138,207,5831,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59139,260,18383,2013-05-30,2013-06-06,2013-06-11,2384,1,2384.0
SO59140,265,17417,2013-05-30,2013-06-06,2013-06-11,2384,1,2384.0
SO59140,207,17417,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59140,397,17417,2013-05-30,2013-06-06,2013-06-11,5,1,5.0
SO59140,347,17417,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59140,268,17417,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59141,261,2412,2013-05-30,2013-06-06,2013-06-11,2384,1,2384.0
SO59141,381,2412,2013-05-30,2013-06-06,2013-06-11,9,1,9.0
SO59142,230,17326,2013-05-30,2013-06-06,2013-06-11,540,1,540.0
SO59142,346,17326,2013-05-30,2013-06-06,2013-06-11,35,1,35.0
SO59143,391,756,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59143,384,756,2013-05-31,2013-06-07,2013-06-12,25,1,25.0
SO59144,392,4207,2013-05-31,2013-06-07,2013-06-12,4,1,4.0
SO59144,388,4207,2013-05-31,2013-06-07,2013-06-12,25,1,25.0
SO59144,346,4207,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59145,276,12528,2013-05-31,2013-06-07,2013-06-12,22,1,22.0
SO59145,348,12528,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59146,237,10021,2013-05-31,2013-06-07,2013-06-12,1701,1,1701.0
SO59146,207,10021,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59146,397,10021,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59147,238,10037,2013-05-31,2013-06-07,2013-06-12,1701,1,1701.0
SO59147,388,10037,2013-05-31,2013-06-07,2013-06-12,25,1,25.0
SO59147,392,10037,2013-05-31,2013-06-07,2013-06-12,4,1,4.0
SO59147,348,10037,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59148,237,6800,2013-05-31,2013-06-07,2013-06-12,1701,1,1701.0
SO59148,388,6800,2013-05-31,2013-06-07,2013-06-12,25,1,25.0
SO59149,240,6757,2013-05-31,2013-06-07,2013-06-12,1701,1,1701.0
SO59149,397,6757,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59149,207,6757,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59150,239,6825,2013-05-31,2013-06-07,2013-06-12,1701,1,1701.0
SO59150,388,6825,2013-05-31,2013-06-07,2013-06-12,25,1,25.0
SO59150,392,6825,2013-05-31,2013-06-07,2013-06-12,4,1,4.0
SO59150,361,6825,2013-05-31,2013-06-07,2013-06-12,2,1,2.0
SO59150,383,6825,2013-05-31,2013-06-07,2013-06-12,159,1,159.0
SO59151,225,4096,2013-05-31,2013-06-07,2013-06-12,2320,1,2320.0
SO59152,353,1052,2013-05-31,2013-06-07,2013-06-12,50,1,50.0
SO59153,388,531,2013-05-31,2013-06-07,2013-06-12,25,1,25.0
SO59154,390,15738,2013-05-31,2013-06-07,2013-06-12,29,1,29.0
SO59154,393,15738,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59154,347,15738,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59155,393,4761,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59155,390,4761,2013-05-31,2013-06-07,2013-06-12,29,1,29.0
SO59155,361,4761,2013-05-31,2013-06-07,2013-06-12,2,1,2.0
SO59156,390,15577,2013-05-31,2013-06-07,2013-06-12,29,1,29.0
SO59157,392,13737,2013-05-31,2013-06-07,2013-06-12,4,1,4.0
SO59157,389,13737,2013-05-31,2013-06-07,2013-06-12,33,1,33.0
SO59157,346,13737,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59158,385,12068,2013-05-31,2013-06-07,2013-06-12,30,1,30.0
SO59158,391,12068,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59158,350,12068,2013-05-31,2013-06-07,2013-06-12,50,1,50.0
SO59159,206,10694,2013-05-31,2013-06-07,2013-06-12,10,1,10.0
SO59159,346,10694,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59160,206,5498,2013-05-31,2013-06-07,2013-06-12,10,1,10.0
SO59160,397,5498,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59161,385,12061,2013-05-31,2013-06-07,2013-06-12,30,1,30.0
SO59161,391,12061,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59161,276,12061,2013-05-31,2013-06-07,2013-06-12,22,1,22.0
SO59161,206,12061,2013-05-31,2013-06-07,2013-06-12,10,1,10.0
SO59161,397,12061,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59161,349,12061,2013-05-31,2013-06-07,2013-06-12,55,1,55.0
SO59162,397,10493,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59162,206,10493,2013-05-31,2013-06-07,2013-06-12,10,1,10.0
SO59163,375,9115,2013-05-31,2013-06-07,2013-06-12,70,1,70.0
SO59163,381,9115,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59164,374,8857,2013-05-31,2013-06-07,2013-06-12,70,1,70.0
SO59164,352,8857,2013-05-31,2013-06-07,2013-06-12,50,1,50.0
SO59164,335,8857,2013-05-31,2013-06-07,2013-06-12,24,1,24.0
SO59165,375,6037,2013-05-31,2013-06-07,2013-06-12,70,1,70.0
SO59165,351,6037,2013-05-31,2013-06-07,2013-06-12,50,1,50.0
SO59166,376,1108,2013-05-31,2013-06-07,2013-06-12,70,1,70.0
SO59166,350,1108,2013-05-31,2013-06-07,2013-06-12,50,1,50.0
SO59167,397,6429,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59167,348,6429,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59168,397,7777,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59168,378,7777,2013-05-31,2013-06-07,2013-06-12,54,1,54.0
SO59168,268,7777,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59169,276,7601,2013-05-31,2013-06-07,2013-06-12,22,1,22.0
SO59170,374,5591,2013-05-31,2013-06-07,2013-06-12,70,1,70.0
SO59170,350,5591,2013-05-31,2013-06-07,2013-06-12,50,1,50.0
SO59171,375,1509,2013-05-31,2013-06-07,2013-06-12,70,1,70.0
SO59171,377,1509,2013-05-31,2013-06-07,2013-06-12,54,1,54.0
SO59171,268,1509,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59172,391,6704,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59172,385,6704,2013-05-31,2013-06-07,2013-06-12,30,1,30.0
SO59172,346,6704,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59172,268,6704,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59173,388,9059,2013-05-31,2013-06-07,2013-06-12,25,1,25.0
SO59173,392,9059,2013-05-31,2013-06-07,2013-06-12,4,1,4.0
SO59173,361,9059,2013-05-31,2013-06-07,2013-06-12,2,1,2.0
SO59174,388,5537,2013-05-31,2013-06-07,2013-06-12,25,1,25.0
SO59174,361,5537,2013-05-31,2013-06-07,2013-06-12,2,1,2.0
SO59175,385,10515,2013-05-31,2013-06-07,2013-06-12,30,1,30.0
SO59175,391,10515,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59175,347,10515,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59176,392,10113,2013-05-31,2013-06-07,2013-06-12,4,1,4.0
SO59176,387,10113,2013-05-31,2013-06-07,2013-06-12,21,1,21.0
SO59177,390,1567,2013-05-31,2013-06-07,2013-06-12,29,1,29.0
SO59177,393,1567,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59177,349,1567,2013-05-31,2013-06-07,2013-06-12,55,1,55.0
SO59178,386,67,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59178,391,67,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59178,361,67,2013-05-31,2013-06-07,2013-06-12,2,1,2.0
SO59179,393,1637,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59179,346,1637,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59180,393,2570,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59180,348,2570,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59180,268,2570,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59181,391,717,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59181,386,717,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59181,361,717,2013-05-31,2013-06-07,2013-06-12,2,1,2.0
SO59182,391,929,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59182,386,929,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59183,391,839,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59183,386,839,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59183,361,839,2013-05-31,2013-06-07,2013-06-12,2,1,2.0
SO59183,270,839,2013-05-31,2013-06-07,2013-06-12,8,1,8.0
SO59184,391,1896,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59184,386,1896,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59184,276,1896,2013-05-31,2013-06-07,2013-06-12,22,1,22.0
SO59184,206,1896,2013-05-31,2013-06-07,2013-06-12,10,1,10.0
SO59184,397,1896,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59184,268,1896,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59185,241,5728,2013-05-31,2013-06-07,2013-06-12,2443,1,2443.0
SO59185,270,5728,2013-05-31,2013-06-07,2013-06-12,8,1,8.0
SO59186,221,3380,2013-05-31,2013-06-07,2013-06-12,769,1,769.0
SO59186,348,3380,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59186,353,3380,2013-05-31,2013-06-07,2013-06-12,50,1,50.0
SO59187,208,4905,2013-05-31,2013-06-07,2013-06-12,540,1,540.0
SO59187,276,4905,2013-05-31,2013-06-07,2013-06-12,22,1,22.0
SO59187,350,4905,2013-05-31,2013-06-07,2013-06-12,50,1,50.0
SO59188,226,3375,2013-05-31,2013-06-07,2013-06-12,2320,1,2320.0
SO59188,386,3375,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59188,391,3375,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59188,361,3375,2013-05-31,2013-06-07,2013-06-12,2,1,2.0
SO59189,225,2453,2013-05-31,2013-06-07,2013-06-12,2320,1,2320.0
SO59189,276,2453,2013-05-31,2013-06-07,2013-06-12,22,1,22.0
SO59189,206,2453,2013-05-31,2013-06-07,2013-06-12,10,1,10.0
SO59189,397,2453,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59190,242,9220,2013-05-31,2013-06-07,2013-06-12,2443,1,2443.0
SO59190,207,9220,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59190,268,9220,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59190,397,9220,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59191,232,13461,2013-05-31,2013-06-07,2013-06-12,1120,1,1120.0
SO59192,236,14058,2013-05-31,2013-06-07,2013-06-12,1120,1,1120.0
SO59193,229,11405,2013-05-31,2013-06-07,2013-06-12,540,1,540.0
SO59194,265,57,2013-05-31,2013-06-07,2013-06-12,2384,1,2384.0
SO59194,347,57,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59195,256,14419,2013-05-31,2013-06-07,2013-06-12,1215,1,1215.0
SO59195,382,14419,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59196,256,14395,2013-05-31,2013-06-07,2013-06-12,1215,1,1215.0
SO59196,347,14395,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59197,264,13645,2013-05-31,2013-06-07,2013-06-12,2384,1,2384.0
SO59197,207,13645,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59198,231,11292,2013-05-31,2013-06-07,2013-06-12,540,1,540.0
SO59198,346,11292,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59199,229,14990,2013-05-31,2013-06-07,2013-06-12,540,1,540.0
SO59199,207,14990,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59199,268,14990,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59199,397,14990,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59200,232,9375,2013-05-31,2013-06-07,2013-06-12,1120,1,1120.0
SO59201,238,6444,2013-05-31,2013-06-07,2013-06-12,1701,1,1701.0
SO59201,378,6444,2013-05-31,2013-06-07,2013-06-12,54,1,54.0
SO59202,235,4926,2013-05-31,2013-06-07,2013-06-12,1120,1,1120.0
SO59203,230,11396,2013-05-31,2013-06-07,2013-06-12,540,1,540.0
SO59203,387,11396,2013-05-31,2013-06-07,2013-06-12,21,1,21.0
SO59203,361,11396,2013-05-31,2013-06-07,2013-06-12,2,1,2.0
SO59203,270,11396,2013-05-31,2013-06-07,2013-06-12,8,1,8.0
SO59204,262,2596,2013-05-31,2013-06-07,2013-06-12,2384,1,2384.0
SO59204,347,2596,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59205,256,2008,2013-05-31,2013-06-07,2013-06-12,1215,1,1215.0
SO59205,348,2008,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59206,247,18056,2013-05-31,2013-06-07,2013-06-12,742,1,742.0
SO59206,397,18056,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59206,207,18056,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59206,268,18056,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59207,268,448,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59207,260,448,2013-05-31,2013-06-07,2013-06-12,2384,1,2384.0
SO59208,262,456,2013-05-31,2013-06-07,2013-06-12,2384,1,2384.0
SO59208,378,456,2013-05-31,2013-06-07,2013-06-12,54,1,54.0
SO59208,268,456,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59209,263,457,2013-05-31,2013-06-07,2013-06-12,2384,1,2384.0
SO59209,207,457,2013-05-31,2013-06-07,2013-06-12,9,1,9.0
SO59209,397,457,2013-05-31,2013-06-07,2013-06-12,5,1,5.0
SO59209,346,457,2013-05-31,2013-06-07,2013-06-12,35,1,35.0
SO59210,222,1561,2013-06-01,2013-06-08,2013-06-13,2295,1,2295.0
SO59210,397,1561,2013-06-01,2013-06-08,2013-06-13,5,1,5.0
SO59210,206,1561,2013-06-01,2013-06-08,2013-06-13,10,1,10.0
SO59210,380,1561,2013-06-01,2013-06-08,2013-06-13,54,1,54.0
SO59211,223,1600,2013-06-01,2013-06-08,2013-06-13,2295,1,2295.0
SO59211,206,1600,2013-06-01,2013-06-08,2013-06-13,10,1,10.0
SO59211,347,1600,2013-06-01,2013-06-08,2013-06-13,35,1,35.0
SO59211,268,1600,2013-06-01,2013-06-08,2013-06-13,9,1,9.0
SO59212,225,2601,2013-06-01,2013-06-08,2013-06-13,2320,1,2320.0
SO59212,206,2601,2013-06-01,2013-06-08,2013-06-13,10,1,10.0
SO59212,397,2601,2013-06-01,2013-06-08,2013-06-13,5,1,5.0
SO59212,347,2601,2013-06-01,2013-06-08,2013-06-13,35,1,35.0
SO59212,351,2601,2013-06-01,2013-06-08,2013-06-13,50,1,50.0
SO59213,225,2580,2013-06-01,2013-06-08,2013-06-13,2320,1,2320.0
SO59213,206,2580,2013-06-01,2013-06-08,2013-06-13,10,1,10.0
SO59214,392,13279,2013-06-01,2013-06-08,2013-06-13,4,1,4.0
SO59214,387,13279,2013-06-01,2013-06-08,2013-06-13,21,1,21.0
SO59214,383,13279,2013-06-01,2013-06-08,2013-06-13,159,1,159.0
SO59215,392,912,2013-06-01,2013-06-08,2013-06-13,4,1,4.0
SO59215,382,912,2013-06-01,2013-06-08,2013-06-13,9,1,9.0
SO59216,208,6804,2013-06-01,2013-06-08,2013-06-13,540,1,540.0
SO59216,206,6804,2013-06-01,2013-06-08,2013-06-13,10,1,10.0
SO59216,397,6804,2013-06-01,2013-06-08,2013-06-13,5,1,5.0
SO59216,337,6804,2013-06-01,2013-06-08,2013-06-13,24,1,24.0
SO59217,214,13537,2013-06-01,2013-06-08,2013-06-13,565,1,565.0
SO59217,276,13537,2013-06-01,2013-06-08,2013-06-13,22,1,22.0
SO59218,245,9812,2013-06-01,2013-06-08,2013-06-13,2443,1,2443.0
SO59218,268,9812,2013-06-01,2013-06-08,2013-06-13,9,1,9.0
SO59218,347,9812,2013-06-01,2013-06-08,2013-06-13,35,1,35.0
SO59219,224,4083,2013-06-01,2013-06-08,2013-06-13,2295,1,2295.0
SO59219,349,4083,2013-06-01,2013-06-08,2013-06-13,55,1,55.0
SO59219,395,4083,2013-06-01,2013-06-08,2013-06-13,64,1,64.0
SO59220,377,18284,2013-06-01,2013-06-08,2013-06-13,54,1,54.0
SO59221,388,17996,2013-06-01,2013-06-08,2013-06-13,25,1,25.0
SO59221,392,17996,2013-06-01,2013-06-08,2013-06-13,4,1,4.0
SO59221,361,17996,2013-06-01,2013-06-08,2013-06-13,2,1,2.0
SO59222,393,17361,2013-06-01,2013-06-08,2013-06-13,5,1,5.0
SO59222,361,17361,2013-06-01,2013-06-08,2013-06-13,2,1,2.0
SO59223,390,16242,2013-06-01,2013-06-08,2013-06-13,29,1,29.0
SO59224,384,15001,2013-06-01,2013-06-08,2013-06-13,25,1,25.0
SO59224,391,15001,2013-06-01,2013-06-08,2013-06-13,5,1,5.0
SO59224,361,15001,2013-06-01,2013-06-08,2013-06-13,2,1,2.0
SO59225,390,15578,2013-06-01,2013-06-08,2013-06-13,29,1,29.0
SO59225,393,15578,2013-06-01,2013-06-08,2013-06-13,5,1,5.0
SO59225,348,15578,2013-06-01,2013-06-08,2013-06-13,35,1,35.0
SO59226,385,1184,2013-06-01,2013-06-08,2013-06-13,30,1,30.0
SO59226,391,1184,2013-06-01,2013-06-08,2013-06-13,5,1,5.0
SO59226,347,1184,2013-06-01,2013-06-08,2013-06-13,35,1,35.0
SO59227,391,12295,2013-06-01,2013-06-08,2013-06-13,5,1,5.0
SO59227,385,12295,2013-06-01,2013-06-08,2013-06-13,30,1,30.0
SO59227,361,12295,2013-06-01,2013-06-08,2013-06-13,2,1,2.0
SO59228,391,1970,2013-06-01,2013-06-08,2013-06-13,5,1,5.0
SO59228,385,1970,2013-06-01,2013-06-08,2013-06-13,30,1,30.0
SO59228,361,1970,2013-06-01,2013-06-08,2013-06-13,2,1,2.0
SO59229,397,9690,2013-06-01,2013-06-08,2013-06-13,5,1,5.0
SO59229,206,9690,2013-06-01,2013-06-08,2013-06-13,10,1,10.0
SO59229,396,9690,2013-06-01,2013-06-08,2013-06-13,64,1,64.0
SO59230,206,9792,2013-06-01,2013-06-08,2013-06-13,10,1,10.0
SO59231,276,2868,2013-06-01,2013-06-08,2013-06-13,22,1,22.0
SO59231,346,2868,2013-06-01,2013-06-08,2013-06-13,35,1,35.0
SO59232,276,3769,2013-06-01,2013-06-08,2013-06-13,22,1,22.0
SO59232,348,3769,2013-06-01,2013-06-08,2013-06-13,35,1,35.0
SO59232,350,3769,2013-06-01,2013-06-08,2013-06-13,50,1,50.0
SO59233,276,2449,2013-06-01,2013-06-08,2013-06-13,22,1,22.0
SO59234,388,9180,2013-06-01,2013-06-08,2013-06-13,25,1,25.0
